@relation emotion

@attribute COSINE0 numeric
@attribute COSINE1 numeric
@attribute COSINE2 numeric
@attribute COSINE3 numeric
@attribute COSINE4 numeric
@attribute COSINE5 numeric
@attribute COSINE6 numeric
@attribute COSINE7 numeric
@attribute COSINE8 numeric
@attribute COSINE9 numeric
@attribute COSINE10 numeric
@attribute COSINE11 numeric
@attribute COSINE12 numeric
@attribute COSINE13 numeric
@attribute COSINE14 numeric
@attribute COSINE15 numeric
@attribute COSINE16 numeric
@attribute COSINE17 numeric
@attribute COSINE18 numeric
@attribute COSINE19 numeric
@attribute COSINE20 numeric
@attribute COSINE21 numeric
@attribute COSINE22 numeric
@attribute COSINE23 numeric
@attribute COSINE24 numeric
@attribute COSINE25 numeric
@attribute COSINE26 numeric
@attribute COSINE27 numeric
@attribute COSINE28 numeric
@attribute COSINE29 numeric
@attribute COSINE30 numeric
@attribute COSINE31 numeric
@attribute COSINE32 numeric
@attribute COSINE33 numeric
@attribute COSINE34 numeric
@attribute COSINE35 numeric
@attribute COSINE36 numeric
@attribute COSINE37 numeric
@attribute COSINE38 numeric
@attribute COSINE39 numeric
@attribute COSINE40 numeric
@attribute COSINE41 numeric
@attribute COSINE42 numeric
@attribute COSINE43 numeric
@attribute COSINE44 numeric
@attribute COSINE45 numeric
@attribute COSINE46 numeric
@attribute COSINE47 numeric
@attribute COSINE48 numeric
@attribute COSINE49 numeric
@attribute COSINE50 numeric
@attribute COSINE51 numeric
@attribute COSINE52 numeric
@attribute COSINE53 numeric
@attribute emotion_class {anger,contempt,disgust,fear,happiness,neutral,sadness,surprise}

@data
0.94586,-0.811525,0.957243,0.984539,-0.958775,0.993728,0.284575,0.357733,0.793411,0.827503,0.799581,-0.324465,0.769821,0.949347,-0.530268,0.964652,-0.846069,0.956642,0.812673,-0.597118,0.952693,0.231621,0.765705,0.448348,0.970257,0.989028,-0.923848,0.998663,-0.521259,0.564684,0.661622,0.709692,0.058722,0.730636,-0.120878,0.766079,0.31468,0.237564,0.847268,0.690595,0.764911,-0.062378,0.613941,0.124035,0.707107,0.998222,-0.272719,0.329578,0.997052,-0.98838,0.997129,0.935958,0.932624,-0.745837,anger
0.92443,-0.748911,0.945027,0.971822,-0.925342,0.988635,0.466547,0.26491,0.729303,0.630593,0.6,0.242536,0.774185,0.914111,-0.451048,0.956052,-0.8033,0.942617,0.828219,-0.563987,0.929878,0.443354,0.689619,0.343364,0.954662,0.978322,-0.872318,0.998461,-0.295867,0.348395,0.686697,0.685365,0.058722,0.707107,0,0.707107,0.241988,0.29414,0.856178,0.72813,0.727013,-0.058722,0.667397,0.116841,0.661622,0.998531,-0.371597,0.421351,0.995925,-0.985791,0.996923,0.907892,0.935515,-0.701247,anger
0.94346,-0.803259,0.955286,0.929134,-0.783767,0.957855,0.518035,0.311204,0.651671,0.71482,0.610489,0.11748,0.790438,0.915729,-0.477711,0.952886,-0.781483,0.93392,0.818568,-0.551087,0.930417,0.535372,0.647424,0.297095,0.929041,0.954727,-0.77692,0.99771,-0.124035,0.19087,0.540758,0.841178,0,0.540758,0,0.841178,0.288188,0.324463,0.812261,0.566777,0.807468,0.028357,0.496139,0.071247,0.830688,0.998292,-0.165187,0.222521,0.981133,-0.931352,0.984177,0.985663,0.987337,-0.946415,anger
0.963105,-0.865574,0.968411,0.97382,-0.923443,0.986498,0.311994,0.396795,0.748291,0.729436,0.680584,0.004739,0.8301,0.944284,-0.600322,0.956561,-0.805011,0.942996,0.778725,-0.484302,0.926021,0.399585,0.740719,0.31987,0.968539,0.98668,-0.915154,0.99889,-0.301131,0.345705,0.591364,0.765282,0.066519,0.654931,-0.066519,0.797581,0.348232,0.250701,0.820169,0.692867,0.816341,-0.149151,0.590642,0.14285,0.714285,0.998352,-0.273384,0.328135,0.997575,-0.989299,0.997054,0.937222,0.925169,-0.734724,anger
0.936111,-0.770665,0.945549,0.978633,-0.937802,0.989147,0.485391,0.313809,0.677813,0.655473,0.526244,0.297249,0.846141,0.918024,-0.565446,0.93321,-0.70253,0.911328,0.772769,-0.422128,0.901575,0.51792,0.714528,0.228396,0.976616,0.990525,-0.937838,0.998189,-0.092511,0.152239,0.60745,0.757316,0.058722,0.635707,-0.058722,0.807928,0.307092,0.263509,0.837124,0.680997,0.765754,-0.050519,0.576683,0.116841,0.743992,0.997755,-0.275896,0.339644,0.986313,-0.94599,0.986497,0.930888,0.928813,-0.729256,anger
0.974154,-0.904938,0.977673,0.945563,-0.842271,0.97185,0.214407,0.539054,0.707107,0.745721,0.795304,-0.189182,0.911734,0.970143,-0.784883,0.968267,-0.868406,0.964772,0.875651,-0.717864,0.964816,0.249576,0.684191,0.535466,0.929173,0.970167,-0.811838,0.998813,-0.303204,0.349256,0.597266,0.818657,-0.028357,0.617822,-0.071247,0.828338,0.28926,0.278107,0.839041,0.617822,0.828338,-0.071247,0.540758,0.071247,0.800513,0.999088,-0.057755,0.100318,0.944263,-0.756823,0.929807,0.938175,0.919376,-0.726363,anger
0.933625,-0.759257,0.942008,0.970965,-0.901125,0.978678,0.532909,0.296655,0.649992,0.77078,0.683941,-0.062378,0.868412,0.939294,-0.645564,0.953916,-0.809799,0.948536,0.897171,-0.708109,0.947169,0.470629,0.611106,0.410803,0.953631,0.970807,-0.853598,0.998431,-0.022466,0.07841,0.579648,0.838058,-0.041202,0.5547,-0.083045,0.875242,0.333668,0.298644,0.800023,0.431455,0.872143,0.065079,0.358979,0.076696,0.903064,0.997895,-0.040607,0.105322,0.954009,-0.832568,0.960332,0.982924,0.984498,-0.935413,anger
0.95443,-0.840971,0.964125,0.929627,-0.758559,0.945294,0.53959,0.314807,0.629254,0.558661,0.688057,0.217466,0.831181,0.923566,-0.554456,0.967135,-0.860857,0.961947,0.849835,-0.588172,0.926092,0.560435,0.581238,0.348187,0.92125,0.926467,-0.707107,0.998065,-0.139644,0.200944,0.419058,0.873145,0.076696,0.524097,-0.076696,0.889346,0.241676,0.312442,0.846268,0.613941,0.903738,-0.21693,0.419058,0.076696,0.873145,0.998245,-0.278276,0.334662,0.908247,-0.68002,0.92442,0.973645,0.978663,-0.906009,anger
0.922194,-0.732793,0.938927,0.891886,-0.728761,0.959665,0.468859,0.425829,0.599536,0.682378,0.708723,0.032094,0.838532,0.93939,-0.600907,0.943875,-0.75314,0.928163,0.898568,-0.707107,0.945687,0.471055,0.532172,0.496139,0.868887,0.956477,-0.686624,0.997544,-0.215741,0.2836,0.464549,0.88171,0.008196,0.399267,0.11219,0.866253,0.344798,0.333636,0.769855,0.5547,0.867106,-0.066519,0.397223,0.176299,0.833317,0.998151,-0.266223,0.324324,0.945197,-0.80689,0.955535,0.954295,0.960628,-0.833687,anger
0.93412,-0.777326,0.950678,0.972137,-0.922305,0.987199,0.4326,0.314951,0.719455,0.795829,0.749838,-0.196116,0.825307,0.934052,-0.56921,0.951872,-0.788444,0.939025,0.836048,-0.599322,0.940266,0.404293,0.699955,0.37023,0.962641,0.983656,-0.89815,0.998631,-0.186309,0.237453,0.52037,0.837271,0.031235,0.650791,-0.141421,0.843661,0.273589,0.317787,0.825044,0.591364,0.843956,-0.066519,0.454374,0.165472,0.803345,0.998717,-0.257111,0.305726,0.952905,-0.819545,0.954726,0.952708,0.955762,-0.821177,anger
0.956165,-0.840527,0.962328,0.956944,-0.879114,0.97961,0.355074,0.422751,0.697085,0.707107,0.707107,-0,0.84448,0.944319,-0.621233,0.9709,-0.874377,0.965142,0.862008,-0.653137,0.94685,0.342726,0.68036,0.455315,0.939907,0.970337,-0.829485,0.998065,-0.120143,0.181641,0.566529,0.787098,0.062378,0.6,-0.062378,0.835869,0.316228,0.316228,0.8,0.598845,0.789947,0.018015,0.543251,0.058722,0.806221,0.998282,0.13319,-0.074888,0.961226,-0.859503,0.967128,0.99985,0.999884,-0.999471,anger
0.97152,-0.894847,0.975133,0.944707,-0.83697,0.970143,0.274721,0.485643,0.707107,0.63807,0.609558,0.221453,0.875242,0.960907,-0.707107,0.982339,-0.92272,0.97855,0.856662,-0.667405,0.955912,0.205714,0.737519,0.509165,0.939998,0.972457,-0.834585,0.997003,-0.363403,0.434392,0.496139,0.830688,0.071247,0.581238,-0.071247,0.853077,0.291351,0.313652,0.816961,0.540758,0.841178,0,0.414415,0.124035,0.851658,0.997637,-0.372443,0.435329,0.990322,-0.960264,0.989705,0.975425,0.972909,-0.898063,anger
0.940559,-0.793332,0.952939,0.960107,-0.881827,0.978516,0.504883,0.263887,0.699358,0.674315,0.595935,0.191146,0.779567,0.905837,-0.440836,0.959725,-0.821211,0.948448,0.823607,-0.539479,0.921868,0.455335,0.707359,0.307241,0.967208,0.98228,-0.902468,0.998114,-0.452901,0.506779,0.598591,0.770513,0.04939,0.645942,-0.04939,0.794358,0.235425,0.316112,0.847635,0.664364,0.8,-0.083045,0.585491,0.083045,0.759257,0.997867,-0.327257,0.388242,0.995292,-0.982588,0.99597,0.932437,0.933309,-0.740507,anger
0.901648,-0.663131,0.921616,0.985136,-0.953964,0.991304,0.635945,0.136539,0.677675,0.514496,0.605083,0.371391,0.81524,0.874974,-0.432919,0.94151,-0.748397,0.928129,0.852847,-0.513771,0.886144,0.596026,0.639067,0.236701,0.973295,0.984191,-0.91725,0.998686,-0.083855,0.134803,0.543251,0.870022,-0.058722,0.5547,-0.083045,0.875242,0.187635,0.334612,0.862834,0.4741,0.880471,0,0.4741,0,0.880471,0.998438,-0.126132,0.181363,0.989782,-0.967474,0.993659,0.939612,0.963518,-0.813733,anger
0.954018,-0.842591,0.965278,0.98476,-0.94985,0.98976,0.430996,0.280589,0.745172,0.454545,0.653518,0.377145,0.8647,0.937054,-0.634878,0.970768,-0.871329,0.963636,0.860217,-0.601401,0.924741,0.460066,0.734992,0.263908,0.983726,0.987202,-0.942482,0.99817,-0.14073,0.200343,0.591364,0.765282,0.066519,0.682318,-0.066519,0.774823,0.280736,0.276029,0.845006,0.692867,0.816341,-0.149151,0.624695,0.066519,0.737585,0.998948,0.172148,-0.1268,0.980123,-0.926567,0.98277,0.983627,0.986824,-0.941509,anger
0.915841,-0.69212,0.923697,0.974783,-0.920664,0.984557,0.589331,0.148107,0.711697,0.644136,0.619644,0.201231,0.680586,0.883459,-0.258009,0.954273,-0.815393,0.951164,0.772122,-0.417577,0.899839,0.494032,0.69737,0.278617,0.968852,0.981467,-0.903441,0.998508,-0.081936,0.136237,0.624695,0.737585,0.066519,0.654931,-0.066519,0.797581,0.249576,0.268156,0.865964,0.687385,0.780869,-0.083045,0.617822,-0,0.786318,0.998479,-0.104135,0.158808,0.984432,-0.937657,0.984149,0.984149,0.984432,-0.937657,anger
0.912861,-0.683224,0.921811,0.977986,-0.925882,0.984339,0.624968,0.184714,0.651777,0.682564,0.663487,0.093923,0.813973,0.896404,-0.472172,0.896719,-0.570986,0.875371,0.794648,-0.426775,0.888145,0.672335,0.662228,0.109431,0.983232,0.989069,-0.945595,0.997976,-0.028742,0.092257,0.411587,0.924167,-0.032241,0.360994,0.032241,0.920444,0.272254,0.322024,0.823297,0.447214,0.894427,-0,0.447214,-0,0.894427,0.997602,-0.036188,0.105262,0.972029,-0.895064,0.974761,0.983949,0.983726,-0.935873,anger
0.946164,-0.808148,0.955286,0.974441,-0.923676,0.986145,0.311147,0.379737,0.76102,0.763766,0.782001,-0.194944,0.845798,0.96949,-0.689214,0.962309,-0.838867,0.955286,0.926752,-0.819232,0.97466,0.292811,0.693642,0.485643,0.962342,0.979457,-0.887755,0.998442,-0.260275,0.31375,0.426842,0.812154,0.180962,0.643192,-0.180962,0.869457,0.257663,0.299827,0.844528,0.581238,0.853077,-0.071247,0.496139,0.071247,0.830688,0.998396,-0.264561,0.318743,0.974546,-0.912045,0.980767,0.884044,0.895672,-0.583952,anger
0.943351,-0.809765,0.958575,0.981465,-0.948131,0.991476,0.367344,0.339839,0.749892,0.485387,0.649928,0.348998,0.845892,0.942841,-0.619806,0.975572,-0.890312,0.968595,0.873085,-0.671815,0.947702,0.236205,0.753261,0.461187,0.975892,0.989399,-0.93385,0.997657,0.066049,0.002364,0.540758,0.800513,0.071247,0.650791,-0.071247,0.803694,0.232422,0.325237,0.844144,0.661944,0.806405,-0.090536,0.617822,-0,0.786318,0.998065,-0.120143,0.181641,0.928505,-0.746964,0.940437,0.952457,0.953155,-0.815681,anger
0.905511,-0.671912,0.92269,0.959548,-0.876768,0.9767,0.613576,0.187534,0.66056,0.644136,0.619644,0.201231,0.760976,0.8859,-0.373194,0.917529,-0.645425,0.895945,0.795084,-0.428385,0.888632,0.640184,0.640184,0.180328,0.960639,0.976133,-0.877382,0.998134,-0.288201,0.346127,0.496139,0.868243,0,0.496139,0,0.868243,0.289177,0.28,0.838015,0.496139,0.868243,0,0.474933,0.110432,0.822192,0.998491,-0.11291,0.167305,0.987624,-0.949923,0.987176,0.928111,0.928794,-0.724051,anger
0.922746,-0.735909,0.94001,0.956042,-0.884607,0.982465,0.439175,0.325403,0.706597,0.705372,0.730889,-0.031769,0.773526,0.933618,-0.495117,0.943635,-0.759325,0.931903,0.847584,-0.642276,0.951121,0.404486,0.667188,0.411366,0.947885,0.97825,-0.861179,0.998238,-0.289005,0.345295,0.622244,0.732793,0.076696,0.68826,-0.076696,0.776114,0.299086,0.305549,0.817206,0.619251,0.810041,-0.041202,0.606043,0.047565,0.765705,0.997788,-0.069628,0.135786,0.968446,-0.886392,0.973797,0.906419,0.927934,-0.683657,anger
0.962733,-0.862514,0.967229,0.944078,-0.835644,0.97002,0.431627,0.410908,0.645021,0.604422,0.594992,0.280678,0.853478,0.924511,-0.59042,0.96232,-0.830201,0.950505,0.804315,-0.450428,0.892798,0.490729,0.669738,0.318373,0.938987,0.971785,-0.831366,0.998199,-0.223008,0.281086,0.540758,0.800513,0.071247,0.566777,0.028357,0.807468,0.379699,0.314407,0.758816,0.581238,0.813733,0,0.574176,0.090536,0.763386,0.998037,-0.087294,0.149503,0.965246,-0.869351,0.968292,0.992619,0.991818,-0.969015,anger
0.942404,-0.795878,0.95255,0.972082,-0.916157,0.984629,0.523349,0.27622,0.674407,0.491321,0.500647,0.507985,0.8327,0.897764,-0.503666,0.956919,-0.81072,0.945777,0.813519,-0.48198,0.901634,0.472392,0.707926,0.288095,0.974477,0.987662,-0.927299,0.998123,-0.114305,0.174926,0.474933,0.822192,0.110432,0.581238,0,0.813733,0.35055,0.245847,0.821619,0.487821,0.850595,0.044075,0.470588,0.066519,0.849096,0.998469,-0.01066,0.065954,0.991474,-0.967964,0.99243,0.972227,0.971888,-0.889791,anger
0.929835,-0.746065,0.938743,0.953253,-0.852213,0.970471,0.6287,0.191279,0.643032,0.645195,0.549081,0.284278,0.774362,0.850357,-0.325532,0.920609,-0.673604,0.908731,0.67919,-0.147619,0.826183,0.654696,0.671297,0.120763,0.948938,0.969278,-0.842192,0.998746,-0.127164,0.176664,0.661622,0.707107,0.062378,0.685365,0,0.7282,0.317299,0.246718,0.840727,0.704167,0.749518,-0.057755,0.630593,0.124035,0.691905,0.998139,-0.181724,0.241352,0.981296,-0.922519,0.979561,0.991274,0.988892,-0.960671,anger
0.955493,-0.837374,0.961369,0.9392,-0.856093,0.981504,0.403933,0.377602,0.694539,0.523874,0.457206,0.518035,0.750491,0.88144,-0.349382,0.957355,-0.822894,0.951961,0.812558,-0.491589,0.907033,0.389459,0.668553,0.424573,0.950373,0.984423,-0.88087,0.997563,-0.059595,0.129093,0.652868,0.688749,0.099504,0.741247,-0.094809,0.738485,0.280476,0.400876,0.766923,0.710135,0.73836,-0.049508,0.651921,0.054219,0.721825,0.997894,-0.116391,0.180576,0.923251,-0.729845,0.936472,0.975544,0.981179,-0.914739,anger
0.945331,-0.805065,0.954498,0.901965,-0.732156,0.9545,0.606537,0.316123,0.562543,0.42967,0.396417,0.658676,0.835146,0.840916,-0.404631,0.949745,-0.782376,0.938011,0.83863,-0.452552,0.865255,0.583824,0.60334,0.295217,0.938021,0.970866,-0.827644,0.998429,-0.171715,0.226649,0.710434,0.671097,0.044978,0.739796,-0.044978,0.705425,0.299837,0.370197,0.775214,0.741247,0.738485,-0.094809,0.694539,0.090536,0.65362,0.998827,-0.203036,0.250207,0.977879,-0.913812,0.97855,0.957123,0.962167,-0.841984,anger
0.974177,-0.913759,0.98189,0.936177,-0.843195,0.978365,0.271743,0.484386,0.710305,0.585618,0.547217,0.357994,0.856971,0.927249,-0.601649,0.982872,-0.922441,0.977802,0.876895,-0.634521,0.92793,0.275264,0.684976,0.511871,0.94319,0.978959,-0.855545,0.998038,0.159689,-0.097571,0.582951,0.735479,0.121764,0.686624,-0.05547,0.763981,0.326933,0.410817,0.727307,0.651886,0.8,-0.066519,0.58975,0.124035,0.7282,0.997941,0.02989,0.034281,0.893632,-0.671878,0.932821,0.997168,0.998082,-0.990598,anger
0.921501,-0.724838,0.935499,0.938999,-0.847937,0.978523,0.536875,0.366525,0.588172,0.476283,0.5547,0.467421,0.860678,0.90335,-0.559117,0.921107,-0.664719,0.903128,0.832548,-0.50856,0.900368,0.560795,0.613145,0.310211,0.94812,0.981372,-0.869382,0.997299,0.152685,-0.079684,0.534334,0.805056,0.071247,0.573462,0,0.819232,0.340558,0.399806,0.725651,0.585596,0.822919,-0.021347,0.525107,0.091809,0.799232,0.997024,0.014173,0.062951,0.918324,-0.699622,0.925305,0.990621,0.99151,-0.964443,anger
